TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
de	O	_	O	_	_	_	_	_	_
la	O	_	O	_	_	_	_	_	_
dénonciation	O	_	O	_	_	_	_	_	_
des	O	_	O	_	_	_	_	_	_
traités	O	_	O	_	_	_	_	_	_
expirés	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
de	O	_	O	_	_	_	_	_	NoSpaceAfter
mettre	O	_	O	_	_	_	_	_	_
le	O	_	O	_	_	_	_	_	_
régime	O	_	O	_	_	_	_	_	_
conventionnel	O	_	O	_	_	_	_	_	_
en	O	_	O	_	_	_	_	_	_
harmonie	O	_	O	_	_	_	_	_	_
avec	O	_	O	_	_	_	_	_	NoSpaceAfter
le	O	_	O	_	_	_	_	_	_
régime	O	_	O	_	_	_	_	_	_
légal	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
Car	O	_	O	_	_	_	_	_	_
c	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
est	O	_	O	_	_	_	_	_	_
pour	O	_	O	_	_	_	_	_	_
moi	O	_	O	_	_	_	_	_	_
une	O	_	O	_	_	_	_	_	_
convic¬	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfLine
tion	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
partagée	O	_	O	_	_	_	_	_	_
par	O	_	O	_	_	_	_	_	_
le	O	_	O	_	_	_	_	_	_
gouvernement	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
que	O	_	O	_	_	_	_	_	_
le	O	_	O	_	_	_	_	_	_
régi¬	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfLine
me	O	_	O	_	_	_	_	_	_
économique	O	_	O	_	_	_	_	_	_
du	O	_	O	_	_	_	_	_	_
pays	O	_	O	_	_	_	_	_	_
doit	O	_	O	_	_	_	_	_	_
toujours	O	_	O	_	_	_	_	_	_
être	O	_	O	_	_	_	_	_	_
celui	O	_	O	_	_	_	_	_	NoSpaceAfter
voulu	O	_	O	_	_	_	_	_	_
par	O	_	O	_	_	_	_	_	_
le	O	_	O	_	_	_	_	_	_
pays	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
L	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
illustre	O	_	O	_	_	_	_	_	_
assemblée	O	_	O	_	_	_	_	_	_
devant	O	_	O	_	_	_	_	_	_
laquelle	O	_	O	_	_	_	_	_	_
j	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
ai	O	_	O	_	_	_	_	_	_
l	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
hon¬	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfLine
neur	O	_	O	_	_	_	_	_	_
de	O	_	O	_	_	_	_	_	_
parler	O	_	O	_	_	_	_	_	_
l	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
a	O	_	O	_	_	_	_	_	_
décidé	O	_	O	_	_	_	_	_	_
pour	O	_	O	_	_	_	_	_	_
l	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
avenir	O	_	O	_	_	_	_	_	_
par	O	_	O	_	_	_	_	_	_
le	O	_	O	_	_	_	_	_	_
sé¬	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfLine
natus	O	_	O	_	_	_	_	_	NoSpaceAfter
-	O	_	O	_	_	_	_	_	NoSpaceAfter
consulte	O	_	O	_	_	_	_	_	_
du	O	_	O	_	_	_	_	_	_
8	O	_	O	_	_	_	_	_	_
septembre	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
Nous	O	_	O	_	_	_	_	_	_
voulons	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	NoSpaceAfter
nous	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
faire	O	_	O	_	_	_	_	_	_
rentrer	O	_	O	_	_	_	_	_	_
le	O	_	O	_	_	_	_	_	_
passe	O	_	O	_	_	_	_	_	_
même	O	_	O	_	_	_	_	_	_
sous	O	_	O	_	_	_	_	_	_
l	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
empire	O	_	O	_	_	_	_	_	NoSpaceAfter
de	O	_	O	_	_	_	_	_	_
cette	O	_	O	_	_	_	_	_	_
règle	O	_	O	_	_	_	_	_	_
tutélaire	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
Il	O	_	O	_	_	_	_	_	_
faut	O	_	O	_	_	_	_	_	_
que	O	_	O	_	_	_	_	_	_
la	O	_	O	_	_	_	_	_	_
France	B-LOC	_	O	_	_	_	_	_	_
sache	O	_	O	_	_	_	_	_	_
que	O	_	O	_	_	_	_	_	_
son	O	_	O	_	_	_	_	_	_
regime	O	_	O	_	_	_	_	_	_
éco¬	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfLine
nomique	O	_	O	_	_	_	_	_	_
dépend	O	_	O	_	_	_	_	_	_
d	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
elle	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
et	O	_	O	_	_	_	_	_	_
d	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
elle	O	_	O	_	_	_	_	_	_
seule	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
et	O	_	O	_	_	_	_	_	_
qu	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
il	O	_	O	_	_	_	_	_	NoSpaceAfter
n	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
est	O	_	O	_	_	_	_	_	_
au	O	_	O	_	_	_	_	_	_
pouvoir	O	_	O	_	_	_	_	_	_
d	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
aucun	O	_	O	_	_	_	_	_	_
homme	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
si	O	_	O	_	_	_	_	_	_
énergiques	O	_	O	_	_	_	_	_	NoSpaceAfter
que	O	_	O	_	_	_	_	_	_
puissent	O	_	O	_	_	_	_	_	_
être	O	_	O	_	_	_	_	_	_
ses	O	_	O	_	_	_	_	_	_
convictions	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
de	O	_	O	_	_	_	_	_	_
lui	O	_	O	_	_	_	_	_	_
imposer	O	_	O	_	_	_	_	_	NoSpaceAfter
ses	O	_	O	_	_	_	_	_	_
idées	O	_	O	_	_	_	_	_	_
et	O	_	O	_	_	_	_	_	_
tel	O	_	O	_	_	_	_	_	_
ou	O	_	O	_	_	_	_	_	_
tel	O	_	O	_	_	_	_	_	_
régime	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
si	O	_	O	_	_	_	_	_	_
le	O	_	O	_	_	_	_	_	_
pays	O	_	O	_	_	_	_	_	_
en	O	_	O	_	_	_	_	_	_
veut	O	_	O	_	_	_	_	_	NoSpaceAfter
un	O	_	O	_	_	_	_	_	_
différent	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
(	O	_	O	_	_	_	_	_	NoSpaceAfter
Vive	O	_	O	_	_	_	_	_	_
approbation	O	_	O	_	_	_	_	_	_
sur	O	_	O	_	_	_	_	_	_
un	O	_	O	_	_	_	_	_	_
grand	O	_	O	_	_	_	_	_	NoSpaceAfter
nombre	O	_	O	_	_	_	_	_	_
de	O	_	O	_	_	_	_	_	_
bancs	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
)	O	_	O	_	_	_	_	_	NoSpaceAfter
M	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
LE	O	_	O	_	_	_	_	_	_
PRÉSIDENT	O	_	O	_	_	_	_	_	_
:	O	_	O	_	_	_	_	_	_
La	O	_	O	_	_	_	_	_	_
parole	O	_	O	_	_	_	_	_	_
est	O	_	O	_	_	_	_	_	_
à	O	_	O	_	_	_	_	_	_
M	B-PER	_	O	_	_	_	_	_	NoSpaceAfter
.	I-PER	_	O	_	_	_	_	_	_
Rou¬	I-PER	_	O	_	_	_	_	_	NoSpaceAfter|EndOfLine
her	I-PER	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
(	O	_	O	_	_	_	_	_	NoSpaceAfter
Mouvement	O	_	O	_	_	_	_	_	_
d	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
attention	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
)	O	_	O	_	_	_	_	_	NoSpaceAfter
M	B-PER	_	O	_	_	_	_	_	NoSpaceAfter
.	I-PER	_	O	_	_	_	_	_	_
ROUHER:	I-PER	_	O	_	_	_	_	_	_
Messieurs	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
je	O	_	O	_	_	_	_	_	_
demande	O	_	O	_	_	_	_	_	_
au	O	_	O	_	_	_	_	_	_
Sénat	B-ORG	_	O	_	_	_	_	_	NoSpaceAfter
la	O	_	O	_	_	_	_	_	_
permission	O	_	O	_	_	_	_	_	_
d	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
adresser	O	_	O	_	_	_	_	_	_
au	O	_	O	_	_	_	_	_	_
gouvernement	O	_	O	_	_	_	_	_	_
une	O	_	O	_	_	_	_	_	NoSpaceAfter
question	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
en	O	_	O	_	_	_	_	_	_
le	O	_	O	_	_	_	_	_	_
priant	O	_	O	_	_	_	_	_	_
de	O	_	O	_	_	_	_	_	_
vouloir	O	_	O	_	_	_	_	_	_
bien	O	_	O	_	_	_	_	_	_
y	O	_	O	_	_	_	_	_	_
réfléchir	O	_	O	_	_	_	_	_	NoSpaceAfter
et	O	_	O	_	_	_	_	_	_
concerter	O	_	O	_	_	_	_	_	_
la	O	_	O	_	_	_	_	_	_
réponse	O	_	O	_	_	_	_	_	_
qu	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
il	O	_	O	_	_	_	_	_	_
nous	O	_	O	_	_	_	_	_	_
fera	O	_	O	_	_	_	_	_	_
à	O	_	O	_	_	_	_	_	_
la	O	_	O	_	_	_	_	_	_
séance	O	_	O	_	_	_	_	_	NoSpaceAfter
de	O	_	O	_	_	_	_	_	_
demain	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
Car	O	_	O	_	_	_	_	_	_
je	O	_	O	_	_	_	_	_	_
ne	O	_	O	_	_	_	_	_	_
pense	O	_	O	_	_	_	_	_	_
pas	O	_	O	_	_	_	_	_	_
que	O	_	O	_	_	_	_	_	_
le	O	_	O	_	_	_	_	_	_
débat	O	_	O	_	_	_	_	_	_
puis¬	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfLine
se	O	_	O	_	_	_	_	_	_
se	O	_	O	_	_	_	_	_	_
clore	O	_	O	_	_	_	_	_	_
aujourd	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
hui	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
(	O	_	O	_	_	_	_	_	NoSpaceAfter
Non	O	_	O	_	_	_	_	_	_
!	O	_	O	_	_	_	_	_	_
non	O	_	O	_	_	_	_	_	_
!	O	_	O	_	_	_	_	_	NoSpaceAfter
)	O	_	O	_	_	_	_	_	NoSpaceAfter
Ce	O	_	O	_	_	_	_	_	_
débat	O	_	O	_	_	_	_	_	_
présente	O	_	O	_	_	_	_	_	_
deux	O	_	O	_	_	_	_	_	_
points	O	_	O	_	_	_	_	_	_
de	O	_	O	_	_	_	_	_	_
vue	O	_	O	_	_	_	_	_	_
bien	O	_	O	_	_	_	_	_	_
dis¬	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfLine
tincts	O	_	O	_	_	_	_	_	_
:	O	_	O	_	_	_	_	_	_
l	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
un	O	_	O	_	_	_	_	_	_
est	O	_	O	_	_	_	_	_	_
celui	O	_	O	_	_	_	_	_	_
de	O	_	O	_	_	_	_	_	_
la	O	_	O	_	_	_	_	_	_
politique	O	_	O	_	_	_	_	_	_
commerciale	O	_	O	_	_	_	_	_	NoSpaceAfter
et	O	_	O	_	_	_	_	_	_
de	O	_	O	_	_	_	_	_	_
la	O	_	O	_	_	_	_	_	_
dénonciation	O	_	O	_	_	_	_	_	_
des	O	_	O	_	_	_	_	_	_
traités	O	_	O	_	_	_	_	_	NoSpaceAfter
;	O	_	O	_	_	_	_	_	_
l	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
autre	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
qui	O	_	O	_	_	_	_	_	_
pa¬	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfLine
raît	O	_	O	_	_	_	_	_	_
plus	O	_	O	_	_	_	_	_	_
secondaire	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
qui	O	_	O	_	_	_	_	_	_
a	O	_	O	_	_	_	_	_	_
pourtant	O	_	O	_	_	_	_	_	_
une	O	_	O	_	_	_	_	_	_
impor¬	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfLine
tance	O	_	O	_	_	_	_	_	_
réelle	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
est	O	_	O	_	_	_	_	_	_
celui	O	_	O	_	_	_	_	_	_
des	O	_	O	_	_	_	_	_	_
questions	O	_	O	_	_	_	_	_	_
que	O	_	O	_	_	_	_	_	_
soulèvent	O	_	O	_	_	_	_	_	NoSpaceAfter
les	O	_	O	_	_	_	_	_	_
décrets	O	_	O	_	_	_	_	_	_
du	O	_	O	_	_	_	_	_	_
10	O	_	O	_	_	_	_	_	_
janvier	O	_	O	_	_	_	_	_	_
dernier	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
soit	O	_	O	_	_	_	_	_	_
celui	O	_	O	_	_	_	_	_	_
rela¬	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfLine
tif	O	_	O	_	_	_	_	_	_
aux	O	_	O	_	_	_	_	_	_
admissions	O	_	O	_	_	_	_	_	_
temporaires	O	_	O	_	_	_	_	_	_
des	O	_	O	_	_	_	_	_	_
tissus	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
soit	O	_	O	_	_	_	_	_	NoSpaceAfter
celui	O	_	O	_	_	_	_	_	_
relatif	O	_	O	_	_	_	_	_	_
aux	O	_	O	_	_	_	_	_	_
admissions	O	_	O	_	_	_	_	_	_
temporaires	O	_	O	_	_	_	_	_	_
des	O	_	O	_	_	_	_	_	_
fon¬	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfLine
tes	O	_	O	_	_	_	_	_	_
et	O	_	O	_	_	_	_	_	_
fers	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
Sur	O	_	O	_	_	_	_	_	_
le	O	_	O	_	_	_	_	_	_
premier	O	_	O	_	_	_	_	_	_
point	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
le	O	_	O	_	_	_	_	_	_
seul	O	_	O	_	_	_	_	_	_
que	O	_	O	_	_	_	_	_	_
je	O	_	O	_	_	_	_	_	_
veuille	O	_	O	_	_	_	_	_	NoSpaceAfter
traiter	O	_	O	_	_	_	_	_	_
aujourd	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
hui	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
me	O	_	O	_	_	_	_	_	_
réservant	O	_	O	_	_	_	_	_	_
de	O	_	O	_	_	_	_	_	_
traiter	O	_	O	_	_	_	_	_	_
le	O	_	O	_	_	_	_	_	NoSpaceAfter
second	O	_	O	_	_	_	_	_	_
dans	O	_	O	_	_	_	_	_	_
la	O	_	O	_	_	_	_	_	_
séance	O	_	O	_	_	_	_	_	_
de	O	_	O	_	_	_	_	_	_
demain	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
je	O	_	O	_	_	_	_	_	_
donne	O	_	O	_	_	_	_	_	_
une	O	_	O	_	_	_	_	_	NoSpaceAfter
adhésion	O	_	O	_	_	_	_	_	_
complète	O	_	O	_	_	_	_	_	_
aux	O	_	O	_	_	_	_	_	_
observations	O	_	O	_	_	_	_	_	_
et	O	_	O	_	_	_	_	_	_
aux	O	_	O	_	_	_	_	_	_
con¬	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfLine
clusions	O	_	O	_	_	_	_	_	_
développés	O	_	O	_	_	_	_	_	_
par	O	_	O	_	_	_	_	_	_
l	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
honorable	O	_	O	_	_	_	_	_	_
ministre	O	_	O	_	_	_	_	_	_
des	O	_	O	_	_	_	_	_	NoSpaceAfter
finances	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
Je	O	_	O	_	_	_	_	_	_
reconnais	O	_	O	_	_	_	_	_	_
l	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
impérieuse	O	_	O	_	_	_	_	_	_
nécessité	O	_	O	_	_	_	_	_	_
d	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
une	O	_	O	_	_	_	_	_	_
en¬	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfLine
quête	O	_	O	_	_	_	_	_	_
parlementaire	O	_	O	_	_	_	_	_	_
sur	O	_	O	_	_	_	_	_	_
l	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
ensemble	O	_	O	_	_	_	_	_	_
des	O	_	O	_	_	_	_	_	_
résultats	O	_	O	_	_	_	_	_	NoSpaceAfter
des	O	_	O	_	_	_	_	_	_
traités	O	_	O	_	_	_	_	_	_
de	O	_	O	_	_	_	_	_	_
commerce	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
Je	O	_	O	_	_	_	_	_	_
n	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
ai	O	_	O	_	_	_	_	_	_
aucune	O	_	O	_	_	_	_	_	_
objection	O	_	O	_	_	_	_	_	_
à	O	_	O	_	_	_	_	_	_
opposer	O	_	O	_	_	_	_	_	_
à	O	_	O	_	_	_	_	_	_
la	O	_	O	_	_	_	_	_	_
diffu¬	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfLine
sion	O	_	O	_	_	_	_	_	_
de	O	_	O	_	_	_	_	_	_
la	O	_	O	_	_	_	_	_	_
lumière	O	_	O	_	_	_	_	_	_
sur	O	_	O	_	_	_	_	_	_
tous	O	_	O	_	_	_	_	_	_
les	O	_	O	_	_	_	_	_	_
points	O	_	O	_	_	_	_	_	_
de	O	_	O	_	_	_	_	_	_
cette	O	_	O	_	_	_	_	_	NoSpaceAfter
grave	O	_	O	_	_	_	_	_	_
question	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
Je	O	_	O	_	_	_	_	_	_
trouve	O	_	O	_	_	_	_	_	_
qu	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
il	O	_	O	_	_	_	_	_	_
est	O	_	O	_	_	_	_	_	_
juste	O	_	O	_	_	_	_	_	_
que	O	_	O	_	_	_	_	_	_
le	O	_	O	_	_	_	_	_	_
pays	O	_	O	_	_	_	_	_	_
soit	O	_	O	_	_	_	_	_	_
maître	O	_	O	_	_	_	_	_	NoSpaceAfter
de	O	_	O	_	_	_	_	_	_
son	O	_	O	_	_	_	_	_	_
régime	O	_	O	_	_	_	_	_	_
économique	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
soit	O	_	O	_	_	_	_	_	_
qu	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
il	O	_	O	_	_	_	_	_	_
préfère	O	_	O	_	_	_	_	_	_
le	O	_	O	_	_	_	_	_	NoSpaceAfter
système	O	_	O	_	_	_	_	_	_
protecteur	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
soit	O	_	O	_	_	_	_	_	_
qu	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
il	O	_	O	_	_	_	_	_	_
se	O	_	O	_	_	_	_	_	_
tourne	O	_	O	_	_	_	_	_	_
avec	O	_	O	_	_	_	_	_	NoSpaceAfter
confiance	O	_	O	_	_	_	_	_	_
vers	O	_	O	_	_	_	_	_	_
les	O	_	O	_	_	_	_	_	_
progrès	O	_	O	_	_	_	_	_	_
de	O	_	O	_	_	_	_	_	_
la	O	_	O	_	_	_	_	_	_
liberté	O	_	O	_	_	_	_	_	_
commer¬	O	_	O	_	_	_	_	_	EndOfLine
Je	O	_	O	_	_	_	_	_	_
n	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
ai	O	_	O	_	_	_	_	_	_
qu	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
une	O	_	O	_	_	_	_	_	_
réserve	O	_	O	_	_	_	_	_	_
à	O	_	O	_	_	_	_	_	_
faire	O	_	O	_	_	_	_	_	_
et	O	_	O	_	_	_	_	_	_
qu	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
une	O	_	O	_	_	_	_	_	_
ques¬	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfLine
tion	O	_	O	_	_	_	_	_	_
à	O	_	O	_	_	_	_	_	_
poser	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
Cette	O	_	O	_	_	_	_	_	_
réserve	O	_	O	_	_	_	_	_	_
porte	O	_	O	_	_	_	_	_	_
sur	O	_	O	_	_	_	_	_	_
quelques	O	_	O	_	_	_	_	_	_
paroles	O	_	O	_	_	_	_	_	_
d	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
ap¬	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfLine
préciation	O	_	O	_	_	_	_	_	_
de	O	_	O	_	_	_	_	_	_
M	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
le	O	_	O	_	_	_	_	_	_
ministre	O	_	O	_	_	_	_	_	_
des	O	_	O	_	_	_	_	_	_
finances	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfSentence
Il	O	_	O	_	_	_	_	_	_
lui	O	_	O	_	_	_	_	_	_
a	O	_	O	_	_	_	_	_	_
paru	O	_	O	_	_	_	_	_	_
et	O	_	O	_	_	_	_	_	_
il	O	_	O	_	_	_	_	_	_
a	O	_	O	_	_	_	_	_	_
affirmé	O	_	O	_	_	_	_	_	_
que	O	_	O	_	_	_	_	_	_
personne	O	_	O	_	_	_	_	_	_
en	O	_	O	_	_	_	_	_	NoSpaceAfter
France	B-LOC	_	O	_	_	_	_	_	_
ne	O	_	O	_	_	_	_	_	_
voulait	O	_	O	_	_	_	_	_	_
plus	O	_	O	_	_	_	_	_	_
du	O	_	O	_	_	_	_	_	_
régime	O	_	O	_	_	_	_	_	_
protecteur	O	_	O	_	_	_	_	_	_
ab¬	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfLine
solu	O	_	O	_	_	_	_	_	_
et	O	_	O	_	_	_	_	_	_
des	O	_	O	_	_	_	_	_	_
droits	O	_	O	_	_	_	_	_	_
élevés	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
et	O	_	O	_	_	_	_	_	_
qu	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
en	O	_	O	_	_	_	_	_	_
tout	O	_	O	_	_	_	_	_	_
cas	O	_	O	_	_	_	_	_	NoSpaceAfter
,	O	_	O	_	_	_	_	_	_
les	O	_	O	_	_	_	_	_	NoSpaceAfter
opinions	O	_	O	_	_	_	_	_	_
les	O	_	O	_	_	_	_	_	_
plus	O	_	O	_	_	_	_	_	_
contraires	O	_	O	_	_	_	_	_	_
à	O	_	O	_	_	_	_	_	_
la	O	_	O	_	_	_	_	_	_
nôtre	O	_	O	_	_	_	_	_	_
se	O	_	O	_	_	_	_	_	_
produi¬	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfLine
saient	O	_	O	_	_	_	_	_	_
avec	O	_	O	_	_	_	_	_	_
une	O	_	O	_	_	_	_	_	_
grande	O	_	O	_	_	_	_	_	_
modération	O	_	O	_	_	_	_	_	NoSpaceAfter
.	O	_	O	_	_	_	_	_	_
Il	O	_	O	_	_	_	_	_	_
a	O	_	O	_	_	_	_	_	_
trouvé	O	_	O	_	_	_	_	_	NoSpaceAfter
en	O	_	O	_	_	_	_	_	_
même	O	_	O	_	_	_	_	_	_
temps	O	_	O	_	_	_	_	_	_
que	O	_	O	_	_	_	_	_	_
les	O	_	O	_	_	_	_	_	_
partisans	O	_	O	_	_	_	_	_	_
du	O	_	O	_	_	_	_	_	_
libre	O	_	O	_	_	_	_	_	NoSpaceAfter
-	O	_	O	_	_	_	_	_	NoSpaceAfter
échan¬	O	_	O	_	_	_	_	_	NoSpaceAfter|EndOfLine
ge	O	_	O	_	_	_	_	_	_
apportaient	O	_	O	_	_	_	_	_	_
dans	O	_	O	_	_	_	_	_	_
le	O	_	O	_	_	_	_	_	_
débat	O	_	O	_	_	_	_	_	_
économique	O	_	O	_	_	_	_	_	_
une	O	_	O	_	_	_	_	_	NoSpaceAfter
ardeur	O	_	O	_	_	_	_	_	_
d	O	_	O	_	_	_	_	_	NoSpaceAfter
'	O	_	O	_	_	_	_	_	NoSpaceAfter
